well	RB	well
being	VBG	be
treated	VBN	treat
for	IN	for
that	DT	that
,	,	,
it	PP	it
turned	VBD	turn
out	RP	out
that	IN	that
a	DT	a
very	RB	very
basic	JJ	basic
test	NN	test
on	IN	on
the	DT	the
uterine	JJ	uterine
lining	NN	lining
was	VBD	be
what	WP	what
finally	RB	finally
revealed	VBD	reveal
what	WP	what
was	VBD	be
really	RB	really
going	VBG	go
on	IN	on
.	SENT	.
