well	RB	well
er	NNS	<unknown>
I	PP	I
'm	VBP	be
sure	JJ	sure
there	EX	there
's	VBZ	be
lots	NNS	lot
of	IN	of
things	NNS	thing
that	WDT	that
are	VBP	be
gonna	VBG	gonna
come	VBN	come
to	TO	to
light	VB	light
sooner	RBR	sooner
or	CC	or
later	RBR	later
that	IN	that
they	PP	they
're	VBP	be
doing	VBG	do
now	RB	now
mm	NN	mm.
spying	VBG	spy
on	IN	on
us	PP	us
but	CC	but
we	PP	we
've	VBP	have
still	RB	still
got	VBN	get
the	DT	the
right	NN	right
to	TO	to
a	DT	a
certain	JJ	certain
degree	NN	degree
of	IN	of
to	TO	to
go	VB	go
out	RP	out
on	IN	on
the	DT	the
street	NN	street
get	VB	get
up	RP	up
on	IN	on
your	PP$	your
soapbox	NN	soapbox
and	CC	and
say	VBP	say
what	WP	what
you	PP	you
like	VBP	like
more	RBR	more
or	CC	or
less	RBR	less
I	PP	I
think	VBP	think
in	IN	in
China	NP	China
that	DT	that
erm	NN	erm
they	PP	they
're	VBP	be
not	RB	not
allowed	VBN	allow
to	TO	to
have	VB	have
meetings	NNS	meeting
of	IN	of
more	JJR	more
than	IN	than
six	CD	six
people	NNS	people
or	CC	or
something	NN	something
like	VBP	like
that	IN	that
at	IN	at
er	NNS	<unknown>
in	IN	in
any	DT	any
one	CD	one
place	NN	place
unless	IN	unless
they	PP	they
've	VBP	have
got	VBN	get
polipolice	NN	polipolice
permission	NN	permission
but	CC	but
that	WDT	that
's	VBZ	be
gonna	VBG	gonna
be	VB	be
an	DT	an
interesting	JJ	interesting
case	NN	case
sooner	RBR	sooner
or	CC	or
later	RBR	later
because	IN	because
the	DT	the
the	DT	the
generation	NN	generation
that	WDT	that
's	VBZ	be
now	RB	now
starting	VBG	start
to	TO	to
reproduce	VB	reproduce
and	CC	and
er	VB	<unknown>
they	PP	they
've	VBP	have
grown	VBN	grow
up	RP	up
in	IN	in
a	DT	a
in	IN	in
a	DT	a
society	NN	society
although	IN	although
strictly	RB	strictly
controlled	VBN	control
by	IN	by
the	DT	the
government	NN	government
erm	NN	erm
they	PP	they
're	VBP	be
expecting	VBG	expect
more	JJR	more
and	CC	and
more	JJR	more
freedoms	NNS	freedom
so	IN	so
that	WDT	that
's	VBZ	be
it	PP	it
's	VBZ	be
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
think	VBP	think
that	IN	that
sooner	RBR	sooner
or	CC	or
later	RBR	later
there	RB	there
's	VBZ	be
gonna	VBG	gonna
be	VB	be
a	DT	a
revolution	NN	revolution
there	RB	there
but	CC	but
er	RB	<unknown>
I	PP	I
do	VBP	do
n't	RB	n't
know	VB	know
it	PP	it
's	VBZ	be
er	NN	er
they	PP	they
've	VBP	have
got	VBN	get
such	PDT	such
a	DT	a
tight	JJ	tight
control	NN	control
on	IN	on
everything	NN	everything
on	IN	on
everybody	NN	everybody
